timestamp,asset,quantity,usd_amount,from_account,to_account,from_address,to_address,from_team,to_team,status,user,source
22/1/2026 19:00,XRP,965.8708,200495.98,fireblocks-vault-1,binance-892,0xbafb1211e806c142ae434a2d0ad57f847fb29aa9,INTERNAL,derivatives,derivatives,completed,alex.wong,fireblocks
23/1/2026 1:00,AVAX,556.3982,151435.79,binance-892,binance-451,INTERNAL,INTERNAL,fx,main,failed,jane.smith,cex_tools
23/1/2026 3:58,ETH,2.22395597,7194.5,binance-382,external_wallet,EXCHANGE_WITHDRAWAL,0x45289c21d93e27440cea2759a64d367399f4fa49,funding,derivatives,completed,john.doe,manual
23/1/2026 6:04,ETH,2.89096605,10114.78,kucoin-789,fireblocks-vault-6,INTERNAL,0x31a7f5661572ace9a53152699678ee2242d9df73,funding,funding,completed,jane.smith,fireblocks
23/1/2026 8:00,ADA,389.1411,166610.95,binance-892,kraken-456,INTERNAL,INTERNAL,main,main,completed,sarah.chen,cex_tools
23/1/2026 14:00,ADA,181.7132,5914.35,fireblocks-vault-7,binance-892,0xb87e01d9c07021ae6ccb3a86f9027fac5031815c,INTERNAL,fx,funding,completed,alex.wong,fireblocks
23/1/2026 16:26,MATIC,988.5299,391857.64,binance-451,kraken-456,INTERNAL,INTERNAL,fx,main,pending,jane.smith,cex_tools
23/1/2026 16:30,BTC,3.4783053,152716.6,fireblocks-vault-10,kraken-456,0x0720fc9418d424d012927c4b7cd512e27fc37a3b,INTERNAL,main,derivatives,completed,john.doe,fireblocks
23/1/2026 16:51,ADA,921.9806,202962.57,kraken-456,fireblocks-vault-7,INTERNAL,0xf87106541fd9ffa40c7ae29a7155ad5b4fd8755f,main,funding,completed,jane.smith,fireblocks
23/1/2026 21:30,XRP,965.7001,160948.75,kraken-123,binance-382,INTERNAL,INTERNAL,fx,fx,completed,sarah.chen,cex_tools
23/1/2026 23:03,BTC,3.6149947,131582.72,binance-451,binance-382,INTERNAL,INTERNAL,fx,main,completed,alex.wong,cex_tools
24/1/2026 0:53,BNB,538.6006,224753.13,binance-382,fireblocks-vault-1,INTERNAL,0x55b63a8fd8b31b70e93a0aed19d1d199135db61a,fx,derivatives,completed,alex.wong,fireblocks
24/1/2026 11:58,AVAX,881.3306,182969.55,kraken,fireblocks-vault-5,EXCHANGE_WITHDRAWAL,0x2320f9999301c2d7a267236fef3a332f79bde6c9,derivatives,funding,completed,jane.smith,fireblocks
24/1/2026 14:05,USDC,1750.25,1750.25,fireblocks-vault-6,kraken-123,0x4d8a10592d952ebb4629fdaa460cc0ea904c4fa6,INTERNAL,derivatives,funding,completed,jane.smith,fireblocks
24/1/2026 16:16,XRP,106.1481,38516.98,kraken-123,fireblocks-vault-4,INTERNAL,0x83a2b61a57ae22652f755f55c6b993ce4f76bf98,main,derivatives,pending,john.doe,fireblocks
24/1/2026 20:04,MATIC,965.9714,332146.27,external_wallet,binance-451,0x71eb8eca91c2ffc26f6fad4ee166547dc986629c,EXCHANGE_DEPOSIT,main,main,completed,jane.smith,manual
25/1/2026 7:42,SOL,76.8787,24385.71,external_wallet,binance-451,0xc658b446b5825392be3b3343dd5c11f70dfd55ee,EXCHANGE_DEPOSIT,funding,fx,pending,mike.jones,manual
25/1/2026 7:55,AVAX,627.0268,124994.14,binance-892,kucoin-789,INTERNAL,INTERNAL,fx,fx,completed,alex.wong,cex_tools
25/1/2026 10:39,SOL,730.233,279069.15,fireblocks-vault-7,binance-382,0x93818c4fa1f6c5fc3880257798592fb45d8b4d5a,INTERNAL,derivatives,main,completed,jane.smith,fireblocks
25/1/2026 17:48,ADA,410.3787,131497.93,fireblocks-vault-7,binance-382,0xf2f7b561661db3c1a83c5fa21422c1fa799aeaf5,INTERNAL,fx,funding,completed,john.doe,fireblocks
25/1/2026 19:25,USDC,35867.72,35867.72,fireblocks-vault-7,binance-382,0xed9c7af2780ed78e29b269e86fec4ff726bb4bdb,INTERNAL,fx,fx,completed,alex.wong,fireblocks
26/1/2026 0:17,BTC,0.23949493,12416.79,binance-892,kraken-456,INTERNAL,INTERNAL,derivatives,derivatives,completed,mike.jones,cex_tools
26/1/2026 1:08,MATIC,271.4953,88979.61,kraken,fireblocks-vault-1,EXCHANGE_WITHDRAWAL,0x269a66eb07455c4ddaf34bc5b917e67850c1b6c8,main,fx,completed,alex.wong,fireblocks
26/1/2026 4:20,BTC,0.36801252,7591.48,kraken,binance,INTERNAL,INTERNAL,main,fx,completed,alex.wong,cex_direct
26/1/2026 5:12,XRP,293.1464,5209.52,kucoin,fireblocks-vault-4,EXCHANGE_WITHDRAWAL,0x9a5af146a630be8b895d3f760288851848c47673,funding,funding,completed,john.doe,fireblocks
26/1/2026 6:08,BNB,278.3841,128656.74,kraken-456,fireblocks-vault-9,INTERNAL,0x90e5f9cb6123d6e5c2fb8f06d5cf6c04f75f6aa1,derivatives,fx,completed,alex.wong,fireblocks
26/1/2026 9:07,MATIC,570.2688,226092.88,binance-382,kucoin-789,INTERNAL,INTERNAL,fx,fx,completed,mike.jones,cex_tools
27/1/2026 0:17,USDC,24933.6,24933.6,binance-451,kraken-456,INTERNAL,INTERNAL,funding,fx,completed,sarah.chen,cex_tools
27/1/2026 3:45,AVAX,787.4796,118686.61,binance-382,fireblocks-vault-7,INTERNAL,0x1234d1b458c565a99a8f458c7197fdae696e155a,funding,derivatives,completed,john.doe,fireblocks
27/1/2026 5:31,SOL,670.1723,301279.55,binance-892,kucoin-789,INTERNAL,INTERNAL,fx,derivatives,completed,sarah.chen,cex_tools
27/1/2026 6:28,AVAX,987.7752,148440.85,kucoin-789,kucoin,INTERNAL,INTERNAL,main,fx,completed,alex.wong,cex_tools
27/1/2026 12:08,SOL,23.596,8192.62,fireblocks-vault-8,kraken,0x0383847b2b09a024c90a064dad0da36f15d8287e,EXCHANGE_DEPOSIT,main,fx,completed,system,fireblocks
27/1/2026 14:45,AVAX,819.0644,141838.31,binance-382,kucoin,INTERNAL,INTERNAL,funding,fx,completed,alex.wong,cex_direct
27/1/2026 17:32,BTC,1.06692078,29448.02,kraken,kraken-123,INTERNAL,INTERNAL,funding,fx,completed,sarah.chen,cex_direct
27/1/2026 19:17,USDC,49968.74,49968.74,binance,binance-382,INTERNAL,INTERNAL,derivatives,main,completed,alex.wong,cex_tools
27/1/2026 23:29,USDC,37533.45,37533.45,fireblocks-vault-9,binance,0x7886a2fb7b0395948379573b5d42293143662f2c,EXCHANGE_DEPOSIT,funding,funding,completed,fireblocks_auto,fireblocks
28/1/2026 2:27,ADA,113.0691,28108.56,fireblocks-vault-2,kraken-123,0x55afdab503b5cb07626e56dc9c37c00415e21ff5,INTERNAL,funding,main,completed,alex.wong,fireblocks
28/1/2026 3:40,ADA,302.9137,106001.7,kucoin-789,kraken-123,INTERNAL,INTERNAL,derivatives,fx,completed,mike.jones,cex_tools
28/1/2026 5:41,BNB,317.2878,102345.9,kraken,kraken-123,INTERNAL,INTERNAL,fx,derivatives,completed,sarah.chen,cex_direct
29/1/2026 5:10,ADA,320.7765,136060.44,kraken-456,kucoin,INTERNAL,INTERNAL,funding,derivatives,completed,mike.jones,cex_direct
